code,disease,primary
G60,аксонал двигател сензор невропат глухот умств изостаналост,0
G60,болест шарк зъб глухот умств изостаналост,0
G60,болест шарк зъб х свърза рецесив тип 4,0
G60,шарк зъбн болест рецесив свърза x 4,0
G60,cmtx4,0
G60,синдром кавчо cowck,0
G60,nadmr,0
G60,namsd,0
G60,невропат аксонал мотор сензорност глухот умств изостаналост,0
G60,х свърза болест шарк зъб тип 4,0
Q35,cpi,0
Q35,цепн небц,0
Q35,cleft palate изолира,0
Q35,cleft palate isolated cpi,0
Q35,доминира цепно небц,0
I66,мозъч ембо,0
I66,мозъч ембо мозъч инфаркт,0
D81,дефицит биоти пропион коа карбоксилаз лигаз,0
D81,дефицит биоти пропион коа карбоксилаз лигаз нарушени,0
D81,hlcs дефицит,0
D81,дефицит синтаз холокарбоксилаз,0
D81,множеств дефицит карбоксилаз,0
D81,множеств дефицит карбоксилаз ранн нача,0
D81,множеств дефицит карбоксилаз неонатал форм,0
D81,неонатал множеств дефицит карбоксилаз,0
E53,дефицит биоти пропион коа карбоксилаз лигаз,0
E53,дефицит биоти пропион коа карбоксилаз лигаз нарушени,0
E53,ранен начал множеств карбоксилаз дефицит,0
E53,hlcs дефицит,0
E53,дефицит синтаз холокарбоксилаз,0
E53,множеств дефицит карбоксилаз,0
E53,множеств дефицит карбоксилаз новород,0
E53,множеств дефицит карбоксилаз новород разстройств,0
E53,множеств дефицит карбоксилаз ранн нача,0
E53,множеств дефицит карбоксилаз неонатал форм,0
Q87,hls,0
Q87,hydrolethalus,0
Q87,синдром салон херв норио,0
D80,higm3,0
D80,синдром хипер igm 3,0
D80,хипер igm синдром дефицит cd40,0
D80,имунодефицит хипер igm тип 3,0
D80,имунодефицит хипер igm тип 3,0
D80,имунодефициентност хипер igm тип 3,0
D80,тип 3 хипер igm имунодефицит,0
D80,индуцира активаци дефицит цитидин дезаминаз,0
D80,хипер igm синдром 2,0
D80,хипер igm синдром тип 2,0
D80,имунодефицит хипер igm тип 2,0
Q78,остеогенез имперфект тип viii,0
Q78,остеогенез имперфект тип viii,0
Q78,osteogenesis imperfecta тип viii oi8,0
Q78,тип 7,0
Q78,oi7,0
Q78,остеогенез имперфект тип vii,0
Q78,остеогенез имперфект тип iib,0
Q78,остеогенез имперфект тип vii,0
Q78,остеогенез имперфект тип vii oi7,0
Q78,oi14,0
Q78,остеогенез имперфект тип xiv,0
Q78,остеогенез имперфект тип xiv,0
Q78,остеогенез имперфект тип xiv oi14,0
Q78,oi5,0
Q78,остеогенез имперфект тип v,0
Q78,остеогенез имперфект тип v oi5,0
Q78,oi2,0
Q78,перинатал летал остеогенез imperfecta congenita,0
Q78,vrolik тип остеогенез имперфект,0
Q78,oi13,0
Q78,тип 13,0
Q78,остеогенез имперфект тип xiii,0
Q78,остеогенез имперфект тип xiii,0
Q78,остеогенез имперфект тип xiii oi13,0
Q78,oi12,0
Q78,остеогенез имперфект тип xii,0
Q78,остеогенез имперфект тип xii oi12,0
Q78,oi тип 9,0
Q78,oi9,0
Q78,остеогенез имперфект тип ix,0
Q78,oi тип 10,0
Q78,oi10,0
Q78,остеогенез имперфект тип x,0
Q78,osteogenesis imperfecta тип x oi10,0
Q78,oi15,0
Q78,тип 15,0
Q78,остеогенез имперфект тип xv,0
Q78,остеогенез имперфект тип xv,0
Q78,oi6,0
D80,имунодефициентност хипер igm тип 2,0
D80,имунодефициентност хипер igm тип 2 higm2,0
D80,higm5,0
D80,синдром хипер igm 5,0
D80,хипер igm синдром дефицит ung,0
D80,хипер igm синдром дължа урацил n гликозилаз,0
D80,имунодефицит хипер igm тип 5,0
D80,имунодефициентност хипер igm тип 5,0
D80,higm4,0
D80,хипер igm синдром тип 4,0
D80,имунодефицит хипер igm тип 4,0
E28,излишъ естроген,0
E28,излишъ естроген разстройств,0
E28,hyperestrogenism,0
E28,хиперестрогениз разстройств,0
C54,маточ сарком,0
C54,сарком матк,0
C54,тялот сарком матк,0
C54,корпус утер сарком,0
C54,сарком corpus uteri,0
C54,сарком маточ корпус,0
C54,сарком маточ тяло,0
C54,сарком матк,0
C54,сарком матк разстройств,0
C54,сарком матк,0
C54,сарком маточ корпус,0
C54,маточ сарком,0
Q80,ibs,0
Q80,sei,0
Q80,булоз тип ихтиоз,0
Q80,булоз тип ихтиоз,0
Q80,ихтиоз булоз симен,0
Q80,ихтиоз булоз сименс ibs,0
Q80,ихтиоз ексфолиатив,0
Q80,ихтиоз булоз тип,0
Q80,повърхност епидермолитич ихтиоз,0
H05,орбитал миозит,0
H05,гранулом плазме клетк орбитал,0
H05,идиопатич орбитал възпалени,0
H05,възпалител псевдотумор орби,0
H05,възпалител псевдотумор орби разстройств,0
H05,възпалител псевдотумор орбитал,0
G71,мускул дистрофи крайни пояс тип 2u,0
G71,мускул дистрофи дистрогликанопат крайни пояс тип с7,0
G71,lgmd2n,0
G71,mddgc2,0
G71,мускул дистрофи дистрогликанопат крайни пояс тип c 2,0
G71,мускуляр дистрофи дистроглицанопат лъг състояни тип 2,0
G71,мускул дистрофи дистрогликанопат крайни пояс pomt2 свърза,0
G71,мускул дистрофи дистрогликанопат крайни пояс свърза pomt2,0
G71,мускул дистрофи крайни пояс тип 2n,0
H35,lca13,0
H35,лебър конгенитал амауроз 13,0
H35,лебър конгенитал амауроз 13 lca13,0
H35,ретинит пигментоз 53,0
H35,лебър конгенитал амауроз 6 lca6,0
H35,лебер вроден амавроз тип 6,0
H35,lca7,0
H35,лебър конгенитал амауроз 7,0
H35,лебър конгенитал амауроз 7 lca7,0
H35,вроден амавроз leber тип 7,0
Q78,остеогенез имперфект тип i,0
H35,lca3,0
H35,amaurosis congenita лебер тип 3,0
H35,лебър конгенитал амауроз 3,0
H35,лебер конгенитал амауроз 3 lca3,0
H35,лебер вроден амавроз тип 3,0
H35,ретинит пигментоз ювен спата7 свърза,0
H35,amaurosis congenita лебер тип 4,0
H35,lca4,0
H35,лебър конгенитал амауроз 4 lca4,0
H35,лебер вроден амавроз тип 4,0
Q78,oi3,0
Q78,остеогенез имперфект тип iii,0
Q78,прогресив деформира имперфект остеогенез нормал склера,0
Q78,oi4,0
Q78,остеогенез имперфект тип iv,0
Q78,тип 8,0
H35,rp,0
H35,ретинит пигментоз,0
H35,перицентрал пигментар ретинопат,0
H35,пигмент дегенераци ретин,0
I51,кардиомиопати,0
Q85,неврофиброматоз тип 4,0
Q85,неврофиброматоз,0
Q85,неврофиброматоз реклингхауз,0
Q85,неврофиброматоз тип 1,0
Q85,акустич неврофиброматоз,0
Q85,централ неврофиброматоз,0
Q85,неврофиброматоз тип 2,0
Q85,неврофиброматоз атипич,0
Q85,неврофиброматоз nf,0
Q85,неурофиброматоз тип iv рикард,0
Q85,неурофиброматоз тип iv riccardi nf4,0
Q85,неврофиброматоз вариант форм s,0
Q85,nf 4,0
Q85,nf4,0
Q85,тип iv неврофиброматоз рикард,0
Q85,болест фон реклингхауз,0
M08,ост ювенил ревматоид артри,0
M08,хронич детск артри,0
M08,ювенил хронич полиартри,0
M08,ювенил идиопатич артри,0
M08,пауциартикулар ювенил артри,0
M08,пауциартикулар начал ювенил хронич артри,0
M08,систем ювенил ревматоид артри,0
F21,шизотипич разстройств,0
F21,stpd,0
E75,болест гоше,0
E75,дефицит бета глюкозидаз кисели,0
E75,дефицит глокуцереброзидаз,0
E75,дефицит глюкоцереброзидаз,0
E75,дефицит глюкозилцерамид бета глюкозидаз,0
E75,керази тезауризмоз,0
E75,липоид хистиоцитоз,0
E75,липоид хистиоцитоз тип керази,0
P57,керниктер,0
P57,билирубинов енцефалопат,0
P57,kernicterus новород разстройств,0
P57,kernicterus новород nos разстройств,0
H02,blepharophimosis,0
G24,блефароспаз разстройств,0
G24,блефароспазм бенигнал основ,0
Q82,incontinentia pigmenti,0
Q82,инконтиненци пигмент разстройств,0
Q82,синдром инконтиненци пигмент,0
D68,нарушени кървен,0
D68,нарушени коагулаци кръвт,0
D68,коагулацион дефект,0
D68,разстройств коагулаци,0
D68,разстройств коагулаци кръв,0
D68,коагулацион наруш кръв,0
D68,коагулопат,0
D68,разстройств коагулаци кръвт,0
D68,дефект коагулаци раждан доставк,0
E72,дефицит arg1,0
E72,дефицит аргиназ,0
E72,argininemia,0
E72,дефицит канаваназ,0
A39,менингококов септицем,0
A39,менингококов инфекциоз болест,0
A39,инфекци neisseria meningitidis,0
E10,dm,0
E10,диабет,0
E11,dm,0
B03,обикнов едр шарк,0
E06,риделов болест,0
E06,риделов фиброз тиреоидит,0
E06,тиреоидит ридел,0
E06,струма ридел,0
E05,хипертиреоз,0
E05,свръхактив щитовид жлеза,0
C16,linitis plastica,0
C16,стомаш рак borrmann тип 4,0
C16,стомаш линит пласти,0
C16,кожен стъкл бутилк,0
C16,linitis plastica морфологич анома,0
C16,linitis plastica стома,0
N48,induratio penis plastica,0
N48,induratio penis plastica нарушени,0
N48,фиброматоз пенис,0
N48,индураци пенис,0
N48,фиброматоз пенис,0
N48,болест пейрон,0
N48,болест пейрон,0
N48,фиброматоз пейрон,0
O01,гестацион трофобластич неоплази,0
O01,хидатидиформ мол,0
O01,молар бременност,0
E03,х свърза централ вроден хипотиреоидиз късн разширяван тестис,0
Q12,фамил ектопи,0
Q12,iel,0
D68,придоби болест фон виллебранд,0
D68,avws,0
D68,болест вилебранд придоби,0
D36,mcd,0
D36,мултицентрич болест касълма,0
D36,идиопатич мултицентрич болест касълма,0
D36,мултицентрич ангиофоликулар лимфоид хиперплази,0
D36,мултицентрич хиперплази лимфн възл,0
D36,мултицентрич болест касма,0
Q87,камптодактил състояни толкуван случаван синдром загуб,0
Q87,catshl синдром,0
Q75,крузон синдром акантоз нигрика,0
Q75,крузон дермоскеле синдром,0
K50,болест крон,0
K50,крон,0
K50,болест крон дебел черв разстройств,0
K50,педиатрич болест крон,0
K50,регионал ентери,0
K50,регионал ентери дебел черв,0
K50,регионал илеит,0
K50,регионал илеоколит,0
K51,язв колит,0
K51,колит улцератив,0
K51,хеморагич колит,0
K51,левостран улцероз колит,0
M32,sle,0
M32,систем лупус еритематозус,0
M32,кожна туберкулоз,0
M32,дисеминира лупус еритематозус,0
M32,лупус еритематозус систем,0
M32,sle лупус еритематозус систем,0
F02,паралитич агита,0
F02,паркинсониз идиопатикус,0
K90,celiac sprue,0
K90,ендемич спру,0
K90,глутенов ентеропат,0
K90,идиопатич стеаторе,0
K90,нетропич спру,0
C80,злокачеств новообразувани,0
C80,злокачеств тумор,0
C80,първич рак,0
J00,ост вирус ринофарингит,0
J00,colders,0
J00,глава студен,0
J00,назофарингит ост,0
J00,назофарингит ост,0
F99,нарушени умств процес,0
F99,психич дисфункци,0
F99,психич заболяван,0
F99,психическ поведенческ разстройств,0
F99,психиатрич състояни,0
F99,психиатрич болест,0
F99,психиатрич разстройств,0
F00,болест психич здраве,0
F00,психич дисфункци,0
F00,психич заболяван,0
F00,психическ поведенческ разстройств,0
F00,психиатрич състояни,0
F00,психиатрич болест,0
F00,психиатрич разстройств,0
C95,кръв левкем,0
C95,левкем,0
C95,левкем болест,0
C95,люкем малигант,0
C95,левкеми общ,0
B54,индуцира малар,0
E66,наднорм тегл,0
E66,пълнот,0
E66,тлъсти,0
E66,наднорм тегл,0
E66,overfatness,0
J15,ост пневмони,0
J15,възпалени бели дробов,0
J15,белодроб възпалени,0
L81,симетрич дихроматоз крайност,0
L81,дисхроматоз универсалис,0
L81,дисхроматоз universalis хередитар 1,0
M34,склеродерми,0
M34,систем склеродерми,0
M34,дифуз склеродерми,0
M34,дифуз склероз,0
M34,прогресира систем склероз,0
M34,pss прогресира систем склероз,0
M34,синдром склеродерми,0
M34,склеродерми систем,0
M34,ssc,0
M34,ssc дифуз склероз,0
M34,систем склероз,0
M34,систем склероз систем склеродерми,0
I42,ефе,0
I42,elastomyofibrosis,0
I42,ендокардиал фиброеластоз ефе,0
I42,ендомиокард фиброеластоз,0
C54,ess,0
C54,ендометриал стромал сарком,0
C54,ендометриоид стромал сарком,0
C54,сарком ендометриал строма,0
C54,стромал сарком маточ течност,0
C54,стромал сарком ендометриал,0
C54,стромал сарком ендометриал малигант,0
C54,стромал сарком ендометриал,0
C54,недиференцира сарком ендометриум,0
N80,яйчников ендометриоз,0
N81,тазов ентероцел вагинал,0
N81,вагинал ентероцел разстройств,0
N81,вагинал ентероцел nos нарушени,0
N81,вагинал ентероцел вроден придоби,0
K46,вагинал ентероцел,0
K46,вагинал ентероцел разстройств,0
K46,вагинал ентероцел nos нарушени,0
K46,вагинал ентероцел вроден придоби,0
Q81,даулинг тип меар епидермоли bullosa simplex,0
Q81,ebs dm,0
Q81,ebs gen sev,0
Q81,ebsdm,0
Q81,тип епидермоли bullosa herpetiformis dowling meara,0
Q81,епидермоли bullosa herpetiformis тип dowling meara,0
Q81,епидермоли bullosa симплекс тип dowling meara,0
Q81,епидермоли bullosa simplex тип dowling meara ebsdm,0
Q81,епидермоли bullosa simplex генерализира тежк,0
Q81,епидермоли bullosa simplex herpetiformis,0
Q81,ebs og,0
Q81,ebsog,0
Q81,епидермоли bullosa симплекс тип огн,0
Q81,епидермоли bullosa simplex огн тип,0
Q81,епидермоли bullosa simplex огн тип ebsog,0
Q81,ebs md,0
Q81,ebsmd,0
Q81,епидермоли булоз симплекс мускул дистрофи крайни,0
Q81,епидермоли bullosa симплекс мускул дистрофи крайни пояс,0
Q81,епидермоли bullosa simplex мускуляр дистрофи,0
Q81,епидермоли bullosa simplex мускуляр дистрофи ebsmd,0
Q81,мускул дистрофи крайни крайни епидермоли bullosa simplex,0
Q81,md ebs,0
Q81,mdebs,0
G11,атакси периодич вестибулоцеребелар,0
G11,ea4,0
G11,епизодич атакси тип 4 ea4,0
G11,patx,0
G11,периодич вестибулоцеребелар атакси,0
C49,епителиоид сарком,0
C49,сарком епителиоид клетк,0
C49,епителиоид сарком морфологич анома,0
B27,caebv инфекци,0
B27,caebv синдром,0
B27,cebv,0
B27,хронич актив болест епщайн бар,0
B27,хронич актив инфекци вирус epstein barr,0
B27,синдром хронич ebv инфекци,0
B27,ebv инфекци,0
B27,инфекци вирус epstein barr разстройств,0
B27,инфекциоз заболяван вирус epstein barr,0
B27,epstein barr virus възможност хронич инфекци,0
B27,инфекци тумор вирус,0
G11,еритрокератодерми атакси,0
G11,giroux синдром барб,0
G11,sca34,0
G11,spinocerebellar ataxia 34 sca34,0
G11,спиноцеребелар атакси еритрокератодерми,0
G11,спиноцеребелар атакси тип 34,0
B37,кандидоз езофагит,0
B37,кандидоз хранопровод нарушени,0
B37,хранопровод монилиаз,0
B37,хранопровод хранопровод,0
C26,рак дала,0
C26,злокачеств неоплаз дала,0
C26,злокачеств неоплаз дала,0
C26,злокачеств неоплаз дала,0
C26,злокачеств сплетнич тумор,0
C26,злокачеств тумор дала,0
C26,злокачеств тумор дала,0
C26,злокачеств тумор дала,0
C26,рак дала,0
C26,рак слезк,0
K03,външ патологич резорбци,0
D47,екстракутан мастоцитом,0
G31,енцефалопат семейн невросерпин инклюзион орга,0
G31,fenib,0
H35,синдром крисуик шепенс,0
H35,фамил ексудатив витреоретинопат,0
H35,fevr,0
Q87,fs,0
Q87,mmt,0
Q87,синдром брунер уинт,0
Q87,дигитал аномали къси палпабрал фисур атрези хранопровод дванадесетопръстни,0
Q87,fglds,0
Q87,микроцефал цифров аномали нормал синдром интелигентност,0
Q87,микроцефал интелектуал инвалидност синдром трахеоезофагеал фистул,0
Q87,микроцефалич дигит езофагеал дуоденал синдром,0
Q87,синдром микроцефа окул дигит езофагеал дуоден,0
Q87,moded синдром,0
Q87,окул дигит езофагеал дуоденал синдром,0
Q87,oded синдром,0
B36,pityriasis versicolor,0
B36,инфекци malassezia furfur,0
B36,инфекци malassezia furfur,0
B36,pityriasis versicolor разстройств,0
B36,tinea flava,0
B36,tinea versicolor,0
E71,3 метилглутаконов ацидур тип 2,0
E71,3 метилглутаконов ацидур тип ii,0
E71,3 метилглутаконикацидур тип 2,0
E71,3 метилглутаконикацидур тип ii,0
E71,синдром барт,0
E71,bths,0
E71,сърдеч скелет миопат неутроп анормал митохондри,0
E71,синдром сърдеч скелет миопат неутроп,0
E71,mga тип 2,0
E71,mga тип 2,0
E71,mga2,0
E71,дефект taz,0
E71,х свърза кардиоскелет миопат неутроп,0
H91,високочестот загуб слуха,0
H91,централ загуб слуха,0
H91,високочестот глухот,0
H91,загуб слуха висок честот,0
H91,перцептив глухот,0
H91,перцептив глухот диагноз,0
H91,перцептив загуб слуха,0
H91,сензорневрал глухот,0
H90,високочестот загуб слуха,0
H90,централ загуб слуха,0
H90,загуб слуха висок честот,0
H90,перцептив глухот,0
H90,перцептив глухот диагноз,0
H90,перцептив загуб слуха,0
H90,перцептив загуб слуха глухот,0
H90,сензор загуб слуха,0
I31,перикард тампонад,0
I31,тампонад роуз,0
K76,заболяван черни дроб,0
K76,нарушени черни дроб разстройств,0
K76,чернодроб болест,0
K76,чернодроб разстройств,0
K76,нарушени черни дроб,0
K70,заболяван черни дроб,0
K70,нарушени черни дроб,0
K70,нарушени черни дроб разстройств,0
K70,чернодроб болест,0
K70,чернодроб разстройств,0
E75,ml4,0
E75,муколипидоз тип iv,0
E75,ml iv,0
E75,муколипидоз iv,0
E75,муколипидоз тип 4,0
E75,sialolipidosis,0
K04,пулпи разстройств,0
K04,пулпи nos разстройств,0
D75,полицитем,0
D75,erythrocythemia,0
E70,chs,0
E70,синдром chã © diak higashi,0
E70,чс диак хигаш болест,0
E70,chc синдром diak higashi steinbrink,0
E70,синдром chediak higashi,0
E70,chã © diak higashi болест,0
E70,чедиак хигаш синдром,0
E70,chã © diak higashi steinbrink синдром,0
D72,chs,0
D72,синдром chã © diak higashi,0
D72,chc синдром diak higashi steinbrink,0
D72,синдром chediak higashi,0
D72,chã © diak higashi болест,0
D72,чедиак хигаш синдром,0
D72,chã © diak higashi steinbrink синдром,0
F53,следродил депреси,0
F53,депреси раждан,0
F53,депреси раждан,0
F53,депреси постнатал,0
F53,депресив епизод нача раждан,0
F53,основ депресив епизод нача перипарт,0
F53,блус майчинств разстройств,0
F53,следродил депреси,0
F53,раждан депреси,0
F53,следродил депреси,0
D69,петехиал обрив,0
D69,пурпур разстройств,0
F45,физиологич неизправност произтич психич фактор,0
F45,психофизиологич разстройств,0
E83,ae,0
E83,дефицит цинков дефицит acrodermatitis enteropathica,0
E83,акродерматит ентеропати тип дефицит цинк,0
E83,антеропати акродерматит цинк дефициентич тип,0
E83,aez,0
E83,синдром бранд,0
E83,синдром данболт крос,0
C91,синдром рихтер,0
C91,синдром рихтер,0
C91,трансформаци рихтер,0
L08,еритраз разстройств,0
L08,еритраз разстройств неяс,0
L08,инфекци corynebacterium minutissimum,0
L08,инфекци corynebacterium minutissimum разстройств,0
Q24,chd,0
Q24,вроден анома сърц,0
Q24,вроден сърдеч дефект,0
Q24,вроден сърдеч дефект,0
Q24,вроден сърдеч малформаци,0
Q24,вроден несиндром сърдеч малформаци,0
Q24,сърдеч дефект,0
Q24,сърдеч малформаци,0
Q24,сърц малформаци,0
A80,поля,0
A80,полиомиелит,0
A80,ост полиомиелит,0
A80,инфантил парали,0
A80,детск паралич,0
B20,придоби имун дефицит,0
B20,придоби имунодефицит болест,0
B20,синдром придоби имун недостатъчност,0
B20,синдром придоби имунодефицит спин,0
B20,спин синдром придоби имунодефицит,0
C22,flc,0
C22,фиброламелар хепатоцелулар карцином,0
C22,фиброламелар рак,0
C22,фиброламелар карцином,0
C22,фиброламелар карцином чернодроб клетк,0
C22,фиброламелар карцином чернодроб клетк,0
C22,фиброламелар хепатокарцином,0
C22,фиброламелар хепатоцелулар карцином разстройств,0
C22,хепатоцелулар карцином фиброламелар,0
C22,хепатоцелулар фиброламелар карцином,0
C22,фиброламелар карцином чернодроб клетк,0
C22,онкоцит хепатоцелулар тумор,0
C22,полигонал клетъч тип хепатоцелулар карцином фиброз строма,0
N60,фиброз гърд,0
N60,фиброз гърд,0
N60,фибросклероз гърд,0
N60,фибросклероз гърд,0
N60,фиброз гърд,0
Q82,fdh,0
Q82,фокал дермал хипоплази,0
Q82,фокал дермал хипоплази fdh,0
Q82,fodh,0
C96,фоликулар дендрит сарком,0
C96,фоликулар дендрит клетъч сарком тумор,0
C96,фоликулар дендрит клетъч тумор,0
C96,сарком фоликулар дендрит клетк,0
E76,дефицит хиалуронидаз,0
E76,mps 9,0
E76,mps ix,0
E76,мукополизахаридоз ix,0
E76,мукополизахаридоз тип 9,0
E76,мукополизахаридоз тип ix,0
E76,мукополизахаридоз тип ix,0
E76,мукополизахаридоз тип ix mps9,0
E75,дефицит бета галактозидаз,0
E75,дефицит бета галактозидаз 1,0
E75,дефицит бета галактозидаз,0
E75,дефицит бета галактозидаз разстройств,0
E75,ганглиозидоз gm1,0
E75,дефицит glb1,0
E75,gm 1 ганглиозидоз,0
E75,болест кацан,0
E75,синдром кацан,0
E75,ганглиозидоз gm2,0
E75,gm 2 ганглиозидоз,0
E75,ab variant gm2 gangliosidosis,0
E75,дефицит активатор gm2,0
E75,gm2 ганглиозидоз вариант ab,0
E75,гм2 ганглиозидоз вариант ав,0
E75,недостиг активатор хексозаминидаз,0
E75,вариант tay sachs ab вариант,0
E75,болест tay sachs вариант ab,0
E75,болест tay sachs вариант ab,0
E74,галактозем ii,0
K82,заболяван жлъчни мехур,0
K82,нарушени жлъчни мехур,0
K82,заболяван жлъчни мехур,0
K82,разстройств жлъчни мехур,0
C26,рак храносмилател систем,0
G71,саркоглика гама недостиг,0
G71,тежк детск автозом рецесив мускул дистрофи северноафриканск тип,0
G71,адхалинопат първич,0
G71,алф sarcoglycanopathy,0
G71,dmda2,0
G71,дюшенск автозом рецесив мускул дистрофи тип 2,0
G71,дюшен подоб автозом рецесив мускул дистрофи тип 2,0
G71,lgmd2d,0
G71,мускул дистрофи крайни крайни недостиг алф саркоглика,0
G71,мускул дистрофи крайни крайни тип 2d,0
G71,мускул дистрофи крайни пояс тип 2d,0
G71,мускуляр дистрофи лъг държав тип 2d lgmd2d,0
G71,първич адхалинопат,0
G71,lgmd2e,0
G71,мускул дистрофи крайни крайни дефицит бета саркоглика,0
G71,мускуляр дистрофи лъг държав тип 2е lgmd2e,0
G71,î² sarcoglycanopathy,0
G71,делт sarcoglycanopathy,0
G71,lgmd2f,0
G71,мускул дистрофи крайни пояс делт саркоглика дефицит,0
G71,мускул дистрофи крайни крайни тип 2f,0
G71,мускул дистрофи крайни пояс делт саркогля дефицит,0
G71,мускуляр дистрофи лъг състояни тип 2f,0
G71,мускуляр дистрофи лъг дърв тип 2f lgmd2f,0
G71,автозом рецесив мускул дистрофи крайни пояса недостиг плекти,0
G71,мускул дистрофи крайни пояс тип 2q,0
G71,мускуляр дистрофи лъжеств тип 2q lgmd2q,0
G71,lgmd2h,0
G71,мускул дистрофи крайни крайни дефицит trim32,0
G71,мускул дистрофи хутери тип,0
G71,мускул дистрофи тип хутери,0
G71,мускуляр дистрофи лъг държав тип 2н lgmd2h,0
G71,саркотубулар миопат,0
G71,мускул дистрофи крайни пояс тип 2j,0
G71,мускуляр дистрофи лъг държав тип 2j lgmd2j,0
H35,lca10,0
H35,amaurosis congenita лебер тип 10,0
H35,лебер конгенитал амауроз 10,0
H35,лебер конгенитал амауроз 10 lca10,0
H35,лебер вроден амавроз тип 10,0
G71,автозом рецесив мускул дистрофи крайни пояс дефицит десми,0
G71,lgmd2r,0
G71,мускул дистрофи крайни пояс тип 2r,0
G71,мускуляр дистрофи лъг държав тип 2r lgmd2r,0
G71,автозом рецесив мускул дистрофи крайни пояс дефицит ispd,0
G71,lgmd2u,0
G71,mddgc14,0
G71,lgmd2t,0
G71,мускул дистрофи дистрогликанопат крайни пояс тип с14,0
G71,мускуляр дистрофи дистрогликанопат лъг състояни тип 14,0
G71,мускул дистрофи дистрогликанопат крайни пояс свърза gmppb,0
G71,мускул дистрофи дистрогликанопат крайни пояс свърза gmppb,0
G71,мускул дистрофи крайни пояс 2t,0
L81,angioma serpiginosum кожат,0
L81,angioma serpiginosum x връзк,0
D86,кожен саркоид,0
D86,кожна саркоидоз,0
D86,кожна саркоидоз разстройств,0
D86,зона саркоидоз кожат,0
C18,апендикал рак,0
C18,рак вермиформ апендикс,0
C18,злокачеств приложени неоплаз,0
C18,злокачеств тумор допълнени,0
C18,злокачеств неоплаз допълнени,0
C18,злокачеств неоплаз допълнени,0
C18,злокачеств тумор апендикс,0
C18,злокачеств тумор апендикс разстройств,0
C18,злокачеств вермиформн апендикс неоплаз,0
C18,вермиформ рак апендикс,0
E30,aexs,0
E30,ароматаз активност повиш,0
E30,синдром аксум арома,0
E30,синдром излишван арома aexs,0
E30,гинекомаст фамил повиш активност ароматаз,0
E30,гинекомаст наследств,0
E30,наследств препубертал гинекомаст,0
E30,повиш активност ароматаз,0
I70,артериолосклероз морфологич анома,0
G03,асептич менингит,0
G03,ост асептич менингит,0
G03,асептич менингит разстройств,0
Q77,синдром джейн,0
Q77,гръдн гръдн дисплази полидактил,0
Q77,гръдн тазов фалангов дистрофи,0
C71,astroblastoma,0
C71,астробластом морфологич анома,0
C71,церебрал астробластом,0
G80,атетоид церебрал парали,0
G80,церебрал парали атетоид,0
G80,церебрал парали дискинетич,0
L65,атрихи папулар лези,0
C57,рак фалопиев тръба,0
C57,неоплаз фалопиев тръба заболяван,0
C57,фалопиев тумор,0
C57,злокачеств тумор фалопиев тръба разстройств,0
C57,злокачеств тумор фалопиев тръба,0
C57,неоплаз фалопиев тръба,0
C57,неоплаз фалопиев тръба разстройств,0
C57,неоплаз фалопиев тръба,0
C57,тумор фалопиев тръба,0
C57,тумор фалопиев тръба злокачеств,0
E83,adhr,0
E83,наследств хипофосфатем рахит автозом доминант,0
E83,хипофосфатем автозом доминира,0
E83,хипофосфатим рикет автомозал доминант,0
E83,хипофосфатим рикет автомозал доминант adhr,0
J67,външ алергич алвеолит,0
J67,багасоз разстройств,0
J67,пневмонит захар тръсти,0
B48,rhinosporidiosis,0
B48,инфекци rhinosporidium seeberi,0
B48,риноспоридиоз разстройств,0
Q78,oi11,0
Q78,oi тип 11,0
Q78,остеогенез имперфект тип xi,0
Q78,остеогенез имперфект тип xi,0
Q78,остеогенез имперфект тип xi oi11,0
Q78,остеогенез имперфект тип vi,0
H35,retinitis pigmentosa 19,0
H35,retinitis pigmentosa 19 rp19,0
H35,ретинит пигментоз тип 19,0
H35,rp 19,0
H35,rp19,0
H35,rp32,0
H35,retinitis pigmentosa 32,0
H35,retinitis pigmentosa 32 rp32,0
H35,ретинит пигментоз тип 32,0
H35,rp59,0
H35,retinitis pigmentosa 59,0
H35,retinitis pigmentosa 59 rp59,0
H35,ретинит пигментоз тип 59,0
H35,rp20,0
H35,retinitis pigmentosa 12,0
H35,retinitis pigmentosa 12 rp12,0
H35,ретинит пигментоз тип 12,0
H35,ретинит пигментоз параартериолар консерваци ретинал пигмент епит,0
H35,rp pprpe,0
H35,rp запаз парааритериол епит ретин,0
H35,rp67,0
H35,retinitis pigmentosa 67,0
H35,retinitis pigmentosa 67 rp67,0
H35,ретинит пигментоз тип 67,0
H35,retinitis pigmentosa 18,0
H35,retinitis pigmentosa 18 rp18,0
H35,rp 18,0
H35,doid 0110357,0
H35,retinitis pigmentosa 35,0
H35,retinitis pigmentosa 35 rp35,0
H35,ретинит пигментоз тип 35,0
H35,rp 35,0
H35,retinitis pigmentosa 28,0
H35,retinitis pigmentosa 28 гр28,0
H35,ретинит пигментоз тип 28,0
H35,retinitis pigmentosa 33,0
H35,retinitis pigmentosa 33 rp33,0
H35,ретинит пигментоз тип 33,0
H35,rp 33,0
H35,rp33,0
H35,rp58,0
H35,retinitis pigmentosa 58,0
H35,retinitis pigmentosa 58 rp58,0
H35,rp54,0
H35,retinitis pigmentosa 54,0
H35,retinitis pigmentosa 54 rp54,0
